frame,t,state,A,Ap,Ab,dA_dt,osc,risk,ttc_risk,traj_conf,transition
220,44.951,CRUISE,0.3053,0.4361,0.0,0.0003,0.0,0.0,0.0,0.0,
221,45.142,CRUISE,0.3053,0.4361,0.0,0.0001,0.0,0.0,0.0,0.0,
222,45.35,CRUISE,0.3053,0.4361,0.0,-0.0,0.0,0.0,0.0,0.0,
223,45.538,CRUISE,0.3053,0.4361,0.0,-0.0002,0.0,0.0,0.0,0.0,
224,45.728,CRUISE,0.3029,0.4327,0.0,-0.0004,0.0,0.0,0.0,0.0,
225,45.924,CRUISE,0.3029,0.4327,0.0,-0.0005,0.0,0.0,0.0,0.0,
226,46.226,CRUISE,0.2834,0.4049,0.0,-0.0008,0.0001,0.0,0.0,0.0,
227,46.462,CRUISE,0.2834,0.4049,0.0,-0.0009,0.0001,0.0,0.0,0.0,
228,46.664,CRUISE,0.2834,0.4049,0.0,-0.0011,0.0001,0.0,0.0,0.0,
229,46.851,CRUISE,0.2834,0.4049,0.0,-0.0013,0.0002,0.0,0.0,0.0,
230,47.067,CRUISE,0.2834,0.4049,0.0,-0.0014,0.0002,0.0,0.0,0.0,
231,47.271,CRUISE,0.2679,0.3827,0.0,-0.0016,0.0003,0.0,0.0,0.0,
232,47.476,CRUISE,0.2679,0.3827,0.0,-0.0018,0.0003,0.0,0.0,0.0,
233,47.664,CRUISE,0.2679,0.3827,0.0,-0.002,0.0004,0.0,0.0,0.0,
234,47.867,CRUISE,0.2679,0.3827,0.0,-0.0021,0.0004,0.0,0.0,0.0,
235,48.07,CRUISE,0.2679,0.3827,0.0,-0.0022,0.0004,0.0,0.0,0.0,
236,48.257,CRUISE,0.2679,0.3827,0.0,-0.0023,0.0004,0.0,0.0,0.0,
237,48.429,CRUISE,0.2625,0.375,0.0,-0.0024,0.0005,0.0,0.0,0.0,
238,48.632,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
239,48.836,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
240,49.025,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
241,49.243,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
242,49.431,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
243,49.636,CRUISE,0.2625,0.375,0.0,-0.0025,0.0005,0.0,0.0,0.0,
244,49.84,CRUISE,0.2625,0.375,0.0,-0.0024,0.0005,0.0,0.0,0.0,
245,50.044,CRUISE,0.2625,0.375,0.0,-0.0023,0.0004,0.0,0.0,0.0,
246,50.247,CRUISE,0.2625,0.375,0.0,-0.0022,0.0004,0.0,0.0,0.0,
247,50.432,CRUISE,0.2625,0.375,0.0,-0.002,0.0004,0.0,0.0,0.0,
248,50.637,CRUISE,0.2625,0.375,0.0,-0.0019,0.0003,0.0,0.0,0.0,
249,50.825,CRUISE,0.2625,0.375,0.0,-0.0017,0.0003,0.0,0.0,0.0,
250,51.012,CRUISE,0.2625,0.375,0.0,-0.0015,0.0002,0.0,0.0,0.0,
251,51.214,CRUISE,0.2625,0.375,0.0,-0.0014,0.0002,0.0,0.0,0.0,
252,51.449,CRUISE,0.2625,0.375,0.0,-0.0012,0.0002,0.0,0.0,0.0,
253,51.651,CRUISE,0.2625,0.375,0.0,-0.0011,0.0001,0.0,0.0,0.0,
