scenario,policy,trial,hqm,S,E,B,R,unsafe_commits,decision_latency_ms,resolution,n_transitions
occluded_intersection,fixed_delay,19,0.5655,0.0082,1.0,0.8108,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,19,0.7753,0.5536,1.0,0.7694,1.0,0,3990.5,RANDOM_DELAY,1
occluded_intersection,risk_threshold,19,0.6255,0.1538,1.0,0.8198,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,19,0.7105,0.372,1.0,0.8086,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,20,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,20,0.6463,0.3205,1.0,0.5906,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,20,0.5405,-0.0524,1.0,0.8074,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,20,0.5633,-0.0127,1.0,0.8417,1.0,0,88.1,RANDOM_DELAY,1
occluded_intersection,risk_threshold,20,0.605,0.1059,1.0,0.8134,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,20,0.7104,0.3775,1.0,0.7969,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,21,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,21,0.6425,0.3169,1.0,0.5787,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,21,0.5502,-0.0289,1.0,0.8086,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,21,0.5847,0.0406,1.0,0.8422,1.0,0,319.4,RANDOM_DELAY,1
occluded_intersection,risk_threshold,21,0.621,0.143,1.0,0.8191,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,21,0.705,0.3597,1.0,0.8054,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,22,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,22,0.6698,0.3734,1.0,0.6022,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,22,0.5353,-0.0669,1.0,0.8101,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,22,0.5505,-0.0448,1.0,0.8423,1.0,0,338.2,RANDOM_DELAY,1
occluded_intersection,risk_threshold,22,0.607,0.1067,1.0,0.8217,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,22,0.7134,0.3811,1.0,0.8047,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,23,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,23,0.6483,0.3179,1.0,0.6057,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,23,0.554,-0.0199,1.0,0.8096,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,23,0.6612,0.2443,1.0,0.8172,1.0,0,3561.8,RANDOM_DELAY,1
occluded_intersection,risk_threshold,23,0.6132,0.1236,1.0,0.8187,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,23,0.7148,0.3846,1.0,0.805,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,24,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,24,0.671,0.3793,1.0,0.5964,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,24,0.5408,-0.054,1.0,0.812,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,24,0.5973,0.083,1.0,0.8205,1.0,0,3701.3,RANDOM_DELAY,1
occluded_intersection,risk_threshold,24,0.6177,0.1337,1.0,0.8208,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,24,0.7102,0.3715,1.0,0.8079,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,25,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,25,0.6032,0.1995,1.0,0.6173,1.0,0,233.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,25,0.545,-0.0433,1.0,0.8115,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,25,0.5727,0.0235,1.0,0.8164,1.0,0,2617.3,RANDOM_DELAY,1
occluded_intersection,risk_threshold,25,0.6222,0.1457,1.0,0.8195,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,25,0.7181,0.394,1.0,0.8027,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,26,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,26,0.6413,0.3115,1.0,0.5833,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,26,0.5448,-0.0429,1.0,0.8097,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,26,0.5596,-0.0219,1.0,0.8419,1.0,0,969.0,RANDOM_DELAY,1
occluded_intersection,risk_threshold,26,0.6067,0.1064,1.0,0.8206,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,26,0.7103,0.3703,1.0,0.8111,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,27,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,27,0.6562,0.3424,1.0,0.5963,1.0,0,800.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,27,0.5604,-0.0044,1.0,0.8109,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,27,0.5718,0.0221,1.0,0.815,1.0,0,2632.6,RANDOM_DELAY,1
occluded_intersection,risk_threshold,27,0.6201,0.1413,1.0,0.818,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,27,0.7044,0.3563,1.0,0.8095,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,28,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,28,0.6579,0.3526,1.0,0.5845,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,28,0.5488,-0.0329,1.0,0.8099,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,28,0.7454,0.4722,1.0,0.7826,1.0,0,3689.6,RANDOM_DELAY,1
occluded_intersection,risk_threshold,28,0.6138,0.1258,1.0,0.8175,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,28,0.7132,0.3792,1.0,0.8077,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,29,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,29,0.6347,0.2963,1.0,0.5809,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,29,0.5502,-0.0284,1.0,0.808,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,29,0.5229,-0.0987,1.0,0.8119,1.0,0,1507.6,RANDOM_DELAY,1
occluded_intersection,risk_threshold,29,0.6111,0.1203,1.0,0.8149,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,29,0.7062,0.3635,1.0,0.8043,1.0,0,0.0,TTC_COMMIT,1
