config_idx,mean_hqm,beats_greedy,tau_low,tau_high,rho_commit,sigma_stable
961,0.6857,True,0.390032,0.564612,0.713617,0.063462
962,0.6772,True,0.393219,0.873207,0.456232,0.067248
963,0.6878,True,0.474023,0.439642,0.761972,0.046619
964,0.6852,True,0.228993,0.588397,0.754878,0.066273
965,0.6857,True,0.305002,0.575912,0.502499,0.063147
966,0.6905,True,0.232831,0.43286,0.622593,0.035018
967,0.6897,True,0.312019,0.407501,0.455567,0.065401
968,0.6898,True,0.236762,0.411751,0.341313,0.041838
969,0.6841,True,0.377555,0.549027,0.738263,0.042056
970,0.6831,True,0.452255,0.637557,0.734107,0.060655
971,0.6845,True,0.348937,0.593254,0.41415,0.039837
972,0.6785,True,0.364013,0.806633,0.440401,0.058481
973,0.6837,True,0.43684,0.589985,0.342966,0.033843
974,0.6717,True,0.474064,0.747626,0.691572,0.048926
975,0.6683,True,0.311296,0.818725,0.495326,0.03281
976,0.6744,True,0.305751,0.761445,0.475714,0.043938
977,0.6836,True,0.454054,0.57728,0.477756,0.053293
978,0.6723,True,0.340568,0.805362,0.456302,0.054953
979,0.6855,True,0.440575,0.895533,0.668333,0.060233
980,0.6847,True,0.293389,0.614726,0.693946,0.048454
981,0.6863,True,0.309516,0.640945,0.420662,0.055006
982,0.6871,True,0.353251,0.482381,0.441623,0.044022
983,0.6799,True,0.314449,0.876184,0.666032,0.066178
984,0.6718,True,0.261739,0.785944,0.578918,0.036715
985,0.6835,True,0.410975,0.587162,0.492473,0.031215
986,0.6701,True,0.331895,0.854021,0.696168,0.03437
987,0.6873,True,0.298204,0.452343,0.692313,0.062546
988,0.648,True,0.229275,0.885259,0.720745,0.069685
989,0.6548,True,0.225781,0.705565,0.660324,0.062847
990,0.6741,True,0.332349,0.746034,0.547113,0.041887
991,0.6811,True,0.463733,0.792052,0.723239,0.048173
992,0.6592,True,0.269182,0.891548,0.591723,0.043373
993,0.6858,True,0.31351,0.585388,0.394891,0.055889
994,0.685,True,0.339122,0.525116,0.431506,0.044641
995,0.6856,True,0.286616,0.525327,0.476161,0.061694
996,0.6703,True,0.26625,0.737179,0.332942,0.050053
997,0.6828,True,0.419055,0.769431,0.355158,0.034825
998,0.6826,True,0.451521,0.908286,0.767191,0.067424
999,0.6638,True,0.292673,0.722607,0.397291,0.064558
